id,sdbid,name,_r,raj2000,dej2000,pmra,pmde,main_id,sp_type,sp_bibcode,plx_value,plx_err,plx_bibcode,type_short,type_long,star_comp_no,teff,e_teff,plx_arcsec,e_plx_arcsec,lstar,e_lstar,rstar,e_rstar,logg,e_logg,mh,e_mh,a_v,distance,lstar_1pc,e_lstar_1pc,disk_r_comp_no,temp,e_temp,ldisk_lstar,e_ldisk_lstar,rdisk_bb,e_rdisk_bb,ldisk_1pc,e_ldisk_1pc,lam0,e_lam0,beta,e_beta,dmin,e_dmin,q,e_q,model_comps,parameters,evidence,chisq,dof,model_mtime,url,phot_url,mnest_url,model_url
sdb-v2-072913.83-431805.2,sdb-v2-072913.83-431805.2,HIP 36377,-1,112.3076271,-43.30143324,-59.55,188.31,* sig Pup,K5III,1978MSS...C02....0H,16.84,0.48,2007A&A...474..653V,SB*,Spectroscopic Binary,0,3650.31,4.08788,0.01684,0.00048,359.966,19.9679,47.4531,1.3264,4.46789,0.0276338,-3.40044,0.0716208,0,59.3824228,0.102414,0.00122144,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.650310e+03,4.467894e+00,-3.400442e+00,-1.933410e-01]",-268.51,494.137,24,1665334866,http://drgmk.com/sdb/seds/masters/sdb-v2-072913.83-431805.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-072913.83-431805.2/public/sdb-v2-072913.83-431805.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-072913.83-431805.2/public/sdb-v2-072913.83-431805.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-072913.83-431805.2/public/sdb-v2-072913.83-431805.2-mnest/phoenix_m_.json
sdb-v2-073435.87+315317.8,sdb-v2-073435.87+315317.8,HIP 36850,-1,113.6494716,31.88828222,-191.45,-145.19,* alf Gem,A1V+A2Vm,None,64.12,3.75,2007A&A...474..653V,**,Double or multiple star,0,22717.1,7977.18,0.06412,0.00375,769.891,735.685,2.00183,0.450635,3.47646,0.78542,-1.27736,1.49332,0,15.59575795,3.07273,3.04748,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[2.271708e+04,3.476457e+00,-1.277361e+00,-1.832088e+00]",-11.7856,72.8027,7,1665334877,http://drgmk.com/sdb/seds/masters/sdb-v2-073435.87+315317.8/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-073435.87+315317.8/public/sdb-v2-073435.87+315317.8-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-073435.87+315317.8/public/sdb-v2-073435.87+315317.8-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-073435.87+315317.8/public/sdb-v2-073435.87+315317.8-mnest/phoenix_m_.json
sdb-v2-073918.12+051330.0,sdb-v2-073918.12+051330.0,HIP 37279,-1,114.8254979,5.22498756,-714.59,-1036.8,* alf CMi,F5IV-V+DQZ,2013yCat....1.2023S,284.56,1.26,2007A&A...474..653V,SB*,Spectroscopic binary,0,6552.52,24.7202,0.28456,0.00126,7.09722,0.0787761,2.06661,0.0173771,3.72468,0.0676762,-0.000889853,0.0752785,0,3.514197357,0.574633,0.00397878,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[6.552522e+03,3.724685e+00,-8.898528e-04,-4.605596e-01]",-32.4733,24.7705,20,1622021626,http://drgmk.com/sdb/seds/masters/sdb-v2-073918.12+051330.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-073918.12+051330.0/public/sdb-v2-073918.12+051330.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-073918.12+051330.0/public/sdb-v2-073918.12+051330.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-073918.12+051330.0/public/sdb-v2-073918.12+051330.0-mnest/phoenix_m_.json
sdb-v2-074515.30-375806.9,sdb-v2-074515.30-375806.9,HIP 37819,-1,116.3137351,-37.96858328,-10.18,6.34,* c Pup,K4III,1982MSS...C03....0H,2.88,0.19,2007A&A...474..653V,*,Star,0,3269.79,16.7865,0.00288,0.00019,14319.7,2090.8,373.273,28.7974,3.59755,0.140755,-2.67006,0.230568,0,347.2222222,0.119136,0.00495826,1,679.616,38.4678,0.0882452,0.0096285,19.6187,2.4294,0.0103884,0.0013098,55.9514,40.5506,0.658984,0.472562,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[3.269792e+03,3.597554e+00,-2.670056e+00,6.430712e-02,2.832264e+00,1.747811e+00,6.589835e-01,1.733379e+00]",-45.3128,19.2035,10,1665334982,http://drgmk.com/sdb/seds/masters/sdb-v2-074515.30-375806.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-074515.30-375806.9/public/sdb-v2-074515.30-375806.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-074515.30-375806.9/public/sdb-v2-074515.30-375806.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-074515.30-375806.9/public/sdb-v2-074515.30-375806.9-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-074518.95+280134.3,sdb-v2-074518.95+280134.3,HIP 37826,-1,116.3289578,28.02619889,-626.55,-45.8,* bet Gem,K0IIIb,1989ApJS...71..245K,96.54,0.27,2007A&A...474..653V,PM*,High proper-motion Star,0,5336.87,20.293,0.09654,0.00027,34.9853,0.269975,6.91584,0.054339,4.41129,0.0537196,-0.00496189,0.0633547,0,10.35840066,0.325983,0.00175744,1,811.346,125.439,0.00400124,0.00117822,0.696708,0.231704,0.00130647,0.000381487,13.7094,0.743061,2.88799,0.0870572,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[5.336871e+03,4.411288e+00,-4.961888e-03,-3.507548e-01,2.909206e+00,1.137020e+00,2.887987e+00,5.345804e-01]",-359.606,646.519,32,1658938948,http://drgmk.com/sdb/seds/masters/sdb-v2-074518.95+280134.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-074518.95+280134.3/public/sdb-v2-074518.95+280134.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-074518.95+280134.3/public/sdb-v2-074518.95+280134.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-074518.95+280134.3/public/sdb-v2-074518.95+280134.3-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-074917.66-245135.3,sdb-v2-074917.66-245135.3,HIP 38170,0.091,117.3235564,-24.8597857,-3.611,-2.212,* ksi Pup,G6Ib,1989ApJS...71..245K,2.72,0.21,2007A&A...474..653V,*,Star,0,4468.93,11.2871,0.00272,0.00021,7734.87,1187.97,146.704,11.2234,2.04132,0.0389041,-0.694919,0.0440738,0,367.6470588,0.0571769,0.00055417,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.468928e+03,2.041320e+00,-6.949185e-01,-7.977720e-01]",-262.36,483.402,19,1665335011,http://drgmk.com/sdb/seds/masters/sdb-v2-074917.66-245135.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-074917.66-245135.3/public/sdb-v2-074917.66-245135.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-074917.66-245135.3/public/sdb-v2-074917.66-245135.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-074917.66-245135.3/public/sdb-v2-074917.66-245135.3-mnest/phoenix_m_.json
sdb-v2-080335.05-400011.3,sdb-v2-080335.05-400011.3,HIP 39429,0.298,120.896031,-40.003148,-29.71,16.68,* zet Pup,O4I(n)fp,2014ApJS..211...10S,3.01,0.1,2007A&A...474..653V,BY*,Variable of BY Dra type,0,28740.1,238.362,0.00301,0.0001,174537,13331,16.9234,0.64251,2.03842,0.0327064,-0.504313,0.473504,0,332.2259136,1.59035,0.063568,1,368.632,32.5307,6.82E-06,1.36E-06,238.169,45.9547,1.09E-05,1.82E-06,357.147,279.911,1.28185,1.04275,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[2.874009e+04,2.038418e+00,-5.043129e-01,-2.580564e+00,2.566593e+00,2.552847e+00,1.281850e+00,-1.843861e-01]",-138.504,220.941,16,1665335118,http://drgmk.com/sdb/seds/masters/sdb-v2-080335.05-400011.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-080335.05-400011.3/public/sdb-v2-080335.05-400011.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-080335.05-400011.3/public/sdb-v2-080335.05-400011.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-080335.05-400011.3/public/sdb-v2-080335.05-400011.3-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-080732.65-241815.3,sdb-v2-080732.65-241815.3,HIP 39757,1.485,121.8860265,-24.3043303,-81.413,48.242,* rho Pup,F5IIkF2IImF5II,2003AJ....126.2048G,51.33,0.15,2007A&A...474..653V,dS*,Variable Star of delta Sct type,0,6822.5,28.8378,0.05133,0.00015,22.2916,0.190567,3.37844,0.0306472,3.17637,0.122547,0.437423,0.0490533,0,19.48178453,0.0587644,0.000394715,1,124.993,12.1602,5.46E-06,8.22E-07,23.4195,4.68442,3.21E-07,4.76E-08,159.994,247.841,1.39879,0.977189,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[6.822499e+03,3.176369e+00,4.374225e-01,-1.521379e+00,2.096886e+00,2.204103e+00,1.398793e+00,1.821232e-01,9.250005e-01,9.215334e-01,9.544509e-01,9.522368e-01]",-173.348,237.901,396,1665336158,http://drgmk.com/sdb/seds/masters/sdb-v2-080732.65-241815.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-080732.65-241815.3/public/sdb-v2-080732.65-241815.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-080732.65-241815.3/public/sdb-v2-080732.65-241815.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-080732.65-241815.3/public/sdb-v2-080732.65-241815.3-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-080931.95-472011.7,sdb-v2-080931.95-472011.7,HIP 39953,0.106,122.383126,-47.336586,-6.07,10.43,* gam02 Vel,WC8+O7.5III-V,1999A&A...345..163D,2.92,0.3,2007A&A...474..653V,WR*,Wolf-Rayet Star,0,28925.6,56.7459,0.00292,0.0003,317978,65724.4,22.4675,2.26768,2.018,0.0152064,0.471456,0.0235184,0,342.4657534,2.74345,0.0643491,1,615.123,17.365,9.68E-05,6.21E-06,115.763,13.6672,0.000265415,1.33E-05,239.342,248.419,1.48479,0.967129,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[2.892558e+04,2.018002e+00,4.714560e-01,-2.360848e+00,2.788962e+00,2.379020e+00,1.484794e+00,3.120979e-01]",-1934.46,3804.41,14,1665335276,http://drgmk.com/sdb/seds/masters/sdb-v2-080931.95-472011.7/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-080931.95-472011.7/public/sdb-v2-080931.95-472011.7-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-080931.95-472011.7/public/sdb-v2-080931.95-472011.7-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-080931.95-472011.7/public/sdb-v2-080931.95-472011.7-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-085523.63+055644.0,sdb-v2-085523.63+055644.0,HIP 43813,1.583,133.8484416,5.9455709,-100.983,13.001,* zet Hya,G8.5III,1989ApJS...71..245K,19.51,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,4953.77,14.3685,0.01951,0.00018,165.261,3.63251,17.4496,0.192577,3.08764,0.466974,0.376799,0.0855188,0,51.25576627,0.062832,0.000879428,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.953767e+03,3.087639e+00,3.767990e-01,-9.359047e-01]",-28.3279,17.8965,17,1665336205,http://drgmk.com/sdb/seds/masters/sdb-v2-085523.63+055644.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-085523.63+055644.0/public/sdb-v2-085523.63+055644.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-085523.63+055644.0/public/sdb-v2-085523.63+055644.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-085523.63+055644.0/public/sdb-v2-085523.63+055644.0-mnest/phoenix_m_.json
sdb-v2-090759.76-432557.3,sdb-v2-090759.76-432557.3,HIP 44816,-1,136.9989911,-43.43259091,-24.01,13.52,* lam Vel,K4Ib,1989ApJS...71..245K,5.99,0.11,2007A&A...474..653V,LP*,Long-Period Variable,0,3381.67,10.2855,0.00599,0.00011,8554.54,334.066,269.441,5.29553,4.48188,0.0167685,-3.96537,0.0314188,0,166.9449082,0.306554,0.00226419,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.381667e+03,4.481884e+00,-3.965374e+00,4.156094e-01]",-224.545,402.193,10,1665336270,http://drgmk.com/sdb/seds/masters/sdb-v2-090759.76-432557.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-090759.76-432557.3/public/sdb-v2-090759.76-432557.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-090759.76-432557.3/public/sdb-v2-090759.76-432557.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-090759.76-432557.3/public/sdb-v2-090759.76-432557.3-mnest/phoenix_m_.json
sdb-v2-092103.30+342333.2,sdb-v2-092103.30+342333.2,HIP 45860,-1,140.2637509,34.39255929,-218.723,16.555,* alf Lyn,K6III,1989ApJS...71..245K,14.7042,0.1808,2020yCat.1350....0G,PM*,High Proper Motion Star,0,3977.37,5.32001,0.0147042,0.0001808,635.48,16.3608,53.0798,0.741495,2.01898,0.0165932,0.474209,0.02309,0,68.00778009,0.1374,0.00112021,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[3.977373e+03,2.018981e+00,4.742088e-01,-2.150452e-01]",-125.327,201.36,17,1665336571,http://drgmk.com/sdb/seds/masters/sdb-v2-092103.30+342333.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-092103.30+342333.2/public/sdb-v2-092103.30+342333.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-092103.30+342333.2/public/sdb-v2-092103.30+342333.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-092103.30+342333.2/public/sdb-v2-092103.30+342333.2-mnest/phoenix_m_.json
sdb-v2-092735.24-083931.0,sdb-v2-092735.24-083931.0,HIP 46390,-1,141.8968446,-8.65859953,-15.23,34.37,* alf Hya,K3IIIa,1989ApJS...71..245K,18.09,0.18,2007A&A...474..653V,*,Star,0,4204.37,8.14046,0.01809,0.00018,901.678,18.9315,56.5831,0.694507,2.02968,0.0262912,0.468566,0.0278932,0,55.27915976,0.294509,0.00255887,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.204365e+03,2.029676e+00,4.685659e-01,1.968320e-02]",-44.6897,42.6159,18,1665336709,http://drgmk.com/sdb/seds/masters/sdb-v2-092735.24-083931.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-092735.24-083931.0/public/sdb-v2-092735.24-083931.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-092735.24-083931.0/public/sdb-v2-092735.24-083931.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-092735.24-083931.0/public/sdb-v2-092735.24-083931.0-mnest/phoenix_m_.json
sdb-v2-094551.07+234627.3,sdb-v2-094551.07+234627.3,HIP 47908,-1,146.4628054,23.77425579,-45.61,-9.21,* eps Leo,G1IIIa,1989ApJS...71..245K,13.22,0.15,2007A&A...474..653V,V*,Variable Star,0,5314.58,22.0154,0.01322,0.00015,362.878,8.58494,22.4646,0.314892,3.48177,0.141,0.336779,0.0835804,0,75.6429652,0.0633951,0.000360673,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.314581e+03,3.481767e+00,3.367789e-01,-1.054143e+00]",-206.417,371.963,21,1665336846,http://drgmk.com/sdb/seds/masters/sdb-v2-094551.07+234627.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-094551.07+234627.3/public/sdb-v2-094551.07+234627.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-094551.07+234627.3/public/sdb-v2-094551.07+234627.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-094551.07+234627.3/public/sdb-v2-094551.07+234627.3-mnest/phoenix_m_.json
sdb-v2-100822.31+115802.0,sdb-v2-100822.31+115802.0,HIP 49669,-1,152.0929624,11.96720878,-248.73,5.59,* alf Leo,B8IVn,2009ApJ...694.1085V,41.13,0.35,2007A&A...474..653V,PM*,High proper-motion Star,0,11782.6,200.698,0.04113,0.00035,246.039,17.872,3.75776,0.0392566,3.79198,0.288928,-0.0163236,0.429428,0,24.31315342,0.41649,0.027594,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.178259e+04,3.791978e+00,-1.632356e-02,-1.621283e+00]",-23.8052,18.4153,22,1665337079,http://drgmk.com/sdb/seds/masters/sdb-v2-100822.31+115802.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-100822.31+115802.0/public/sdb-v2-100822.31+115802.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-100822.31+115802.0/public/sdb-v2-100822.31+115802.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-100822.31+115802.0/public/sdb-v2-100822.31+115802.0-mnest/phoenix_m_.json
sdb-v2-101958.35+195029.3,sdb-v2-101958.35+195029.3,HIP 50583,-1,154.9931273,19.84148522,304.3,-154.28,* gam Leo,K1-III+G7IIIb,1989ApJS...71..245K,25.07,0.52,2007A&A...474..653V,**,Double or multiple star,0,5219.13,535.685,0.02507,0.00052,530.034,168.639,28.1423,1.58181,3.21448,0.823744,-1.18303,1.25194,0,39.88831272,0.331809,0.102501,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.219130e+03,3.214482e+00,-1.183030e+00,-3.059373e-01]",-11.732,2.49218,5,1665337213,http://drgmk.com/sdb/seds/masters/sdb-v2-101958.35+195029.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-101958.35+195029.3/public/sdb-v2-101958.35+195029.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-101958.35+195029.3/public/sdb-v2-101958.35+195029.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-101958.35+195029.3/public/sdb-v2-101958.35+195029.3-mnest/phoenix_m_.json
sdb-v2-104646.19-492512.9,sdb-v2-104646.19-492512.9,HIP 52727,1.283,161.6924044,-49.4202556,67.38,-49.856,* mu. Vel,G6III,2006AJ....132..161G,27.84,0.38,2007A&A...474..653V,**,Double or multiple star,0,5066.7,23.8609,0.02784,0.00038,112.049,3.48304,13.7478,0.229575,3.4756,0.841883,0.325756,0.137215,0,35.91954023,0.0867251,0.00141092,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.066702e+03,3.475603e+00,3.257560e-01,-8.346016e-01]",-20.6293,9.04866,18,1665337486,http://drgmk.com/sdb/seds/masters/sdb-v2-104646.19-492512.9/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-104646.19-492512.9/public/sdb-v2-104646.19-492512.9-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-104646.19-492512.9/public/sdb-v2-104646.19-492512.9-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-104646.19-492512.9/public/sdb-v2-104646.19-492512.9-mnest/phoenix_m_.json
sdb-v2-104937.49-161137.1,sdb-v2-104937.49-161137.1,HIP 52943,1.922,162.406203,-16.193649,93.35,198.88,* nu. Hya,K1.5IIIHdel-0.5,1989ApJS...71..245K,22.69,0.23,2007A&A...474..653V,PM*,High proper-motion Star,0,4420.34,12.6158,0.02269,0.00023,163.523,3.20901,21.8153,0.246656,2.06782,0.0541101,0.138374,0.0434672,0,44.07227854,0.084264,0.000560163,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.420338e+03,2.067824e+00,1.383741e-01,-6.107212e-01]",-36.799,29.102,20,1665337550,http://drgmk.com/sdb/seds/masters/sdb-v2-104937.49-161137.1/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-104937.49-161137.1/public/sdb-v2-104937.49-161137.1-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-104937.49-161137.1/public/sdb-v2-104937.49-161137.1-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-104937.49-161137.1/public/sdb-v2-104937.49-161137.1-mnest/phoenix_m_.json
sdb-v2-111406.50+203125.4,sdb-v2-111406.50+203125.4,HIP 54872,-1,168.5270893,20.52371814,143.42,-129.88,* del Leo,A5IV(n),2003AJ....126.2048G,55.82,0.25,2007A&A...474..653V,PM*,High proper-motion Star,0,8140.95,34.3064,0.05582,0.00025,23.3399,0.284333,2.43008,0.0204849,3.55281,0.0440606,0.358245,0.120093,0,17.9147259,0.072686,0.000568364,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[8.140948e+03,3.552806e+00,3.582446e-01,-1.735043e+00]",-29.6016,19.7004,20,1665337745,http://drgmk.com/sdb/seds/masters/sdb-v2-111406.50+203125.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-111406.50+203125.4/public/sdb-v2-111406.50+203125.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-111406.50+203125.4/public/sdb-v2-111406.50+203125.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-111406.50+203125.4/public/sdb-v2-111406.50+203125.4-mnest/phoenix_m_.json
sdb-v2-114903.58+143419.4,sdb-v2-114903.58+143419.4,HIP 57632,-1,177.2649098,14.57205806,-497.68,-114.67,* bet Leo,A3Va,2009ApJ...694.1085V,90.91,0.52,2007A&A...474..653V,dS*,Variable Star of delta Sct type,0,8529.96,44.2446,0.09091,0.00052,13.695,0.269415,1.69559,0.0141452,4.03039,0.051396,0.147301,0.22187,0,10.99989,0.113257,0.00199588,1,114.956,1.85195,2.00E-05,5.64E-07,21.6591,0.706477,2.27E-06,5.60E-08,140.014,13.4516,2.04245,0.511533,None,None,None,None,"('phoenix_m', 'modbb_disk_r')","[8.529962e+03,4.030387e+00,1.473007e-01,-1.623799e+00,2.060533e+00,2.146172e+00,2.042450e+00,1.162365e+00,9.789761e-01,9.714571e-01,9.535836e-01,9.615692e-01]",-220.762,317.792,417,1658852029,http://drgmk.com/sdb/seds/masters/sdb-v2-114903.58+143419.4/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-114903.58+143419.4/public/sdb-v2-114903.58+143419.4-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-114903.58+143419.4/public/sdb-v2-114903.58+143419.4-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-114903.58+143419.4/public/sdb-v2-114903.58+143419.4-mnest/phoenix_m+modbb_disk_r_.json
sdb-v2-121007.48-223711.2,sdb-v2-121007.48-223711.2,HIP 59316,-1,182.5311691,-22.61976722,-71.74,10.25,* eps Crv,K2+IIIa,1989ApJS...71..245K,10.26,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,4398.42,9.25993,0.01026,0.00016,926.939,29.0287,52.4654,0.912576,2.06115,0.0493975,0.44601,0.050876,0,97.46588694,0.0978475,0.000633642,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[4.398415e+03,2.061147e+00,4.460097e-01,-5.371883e-01]",-31.7376,20.0933,18,1665338066,http://drgmk.com/sdb/seds/masters/sdb-v2-121007.48-223711.2/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-121007.48-223711.2/public/sdb-v2-121007.48-223711.2-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-121007.48-223711.2/public/sdb-v2-121007.48-223711.2-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-121007.48-223711.2/public/sdb-v2-121007.48-223711.2-mnest/phoenix_m_.json
sdb-v2-121548.37-173231.0,sdb-v2-121548.37-173231.0,HIP 59803,1.401,183.951545,-17.54193,-158.61,21.86,* gam Crv,B8III,1988MSS...C04....0H,21.23,0.2,2007A&A...474..653V,PM*,High proper-motion Star,0,11844.8,177.25,0.02123,0.0002,319.789,18.8374,4.23271,0.047939,3.96316,0.236172,-1.07499,0.674637,0,47.10315591,0.143871,0.00787739,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.184478e+04,3.963160e+00,-1.074987e+00,-2.092475e+00]",-28.0535,26.7208,20,1665338205,http://drgmk.com/sdb/seds/masters/sdb-v2-121548.37-173231.0/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-121548.37-173231.0/public/sdb-v2-121548.37-173231.0-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-121548.37-173231.0/public/sdb-v2-121548.37-173231.0-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-121548.37-173231.0/public/sdb-v2-121548.37-173231.0-mnest/phoenix_m_.json
sdb-v2-122951.86-163055.6,sdb-v2-122951.86-163055.6,HIP 60965,-1,187.4660632,-16.51543126,-210.49,-138.74,* del Crv,A0IV(n)kB9,2006AJ....132..161G,37.55,0.16,2007A&A...474..653V,PM*,High proper-motion Star,0,10289.2,211.112,0.03755,0.00016,53.6634,3.5242,2.30387,0.0256245,4.07717,0.113263,-1.61513,1.14754,0,26.63115846,0.0757267,0.00483032,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[1.028920e+04,4.077165e+00,-1.615127e+00,-2.125706e+00]",-19.6664,7.07895,35,1665338323,http://drgmk.com/sdb/seds/masters/sdb-v2-122951.86-163055.6/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-122951.86-163055.6/public/sdb-v2-122951.86-163055.6-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-122951.86-163055.6/public/sdb-v2-122951.86-163055.6-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-122951.86-163055.6/public/sdb-v2-122951.86-163055.6-mnest/phoenix_m_.json
sdb-v2-123423.23-232348.3,sdb-v2-123423.23-232348.3,HIP 61359,-1,188.5968118,-23.3967604,1.11,-56.56,* bet Crv,G5IIBa0.3,1991AJ....101.2229L,22.39,0.18,2007A&A...474..653V,PM*,High proper-motion Star,0,5218.5,22.6556,0.02239,0.00018,181.874,3.09538,16.5078,0.173616,2.11018,0.138076,0.295185,0.116991,0,44.66279589,0.0912484,0.000680058,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"('phoenix_m',)","[5.218500e+03,2.110178e+00,2.951854e-01,-8.643832e-01]",-110.04,180.861,19,1665338468,http://drgmk.com/sdb/seds/masters/sdb-v2-123423.23-232348.3/public/,http://drgmk.com/sdb/seds/masters/sdb-v2-123423.23-232348.3/public/sdb-v2-123423.23-232348.3-rawphot.txt,http://drgmk.com/sdb/seds/masters/sdb-v2-123423.23-232348.3/public/sdb-v2-123423.23-232348.3-mnest,http://drgmk.com/sdb/seds/masters/sdb-v2-123423.23-232348.3/public/sdb-v2-123423.23-232348.3-mnest/phoenix_m_.json
